Gene,adj_F_pval_well
AL162231.2,1.0
DNAJB5,1.0
C9orf131,1.0
FANCG,1.0
PIGO,1.0
AL353795.2,1.0
STOML2,1.0
FAM214B,1.0
RUSC2,1.0
FAM166B,1.0
TESK1,1.0
CD72,1.0
AL357874.2,1.0
AL357874.1,1.0
MELK,1.0
RMRP,1.0
ARHGEF39,1.0
TPM2,1.0
CREB3,1.0
GBA2,1.0
RGP1,1.0
AL133410.2,1.0
AL133410.1,1.0
NPR2,1.0
SPAG8,1.0
HINT2,1.0
TMEM8B,1.0
RECK,1.0
GLIPR2,1.0
GNE,1.0
CCDC107,1.0
LINC02851,1.0
AL133480.1,1.0
UHRF2,1.0
NAPRT,1.0
AC067930.1,1.0
EEF1D,1.0
TIGD5,1.0
PYCR3,1.0
TSTA3,1.0
ZNF623,1.0
ZNF707,1.0
AC105219.1,1.0
FAM83H,1.0
IQANK1,1.0
SCRIB,1.0
AC234917.3,1.0
NRBP2,1.0
MROH6,1.0
AC109322.2,1.0
PARP10,1.0
GRINA,1.0
SPATC1,1.0
OPLAH,1.0
AC109322.1,1.0
EXOSC4,1.0
GPAA1,1.0
CYC1,1.0
SHARPIN,1.0
MAF1,1.0
WDR97,1.0
HGH1,1.0
MROH1,1.0
BOP1,1.0
PLEC,1.0
SCX,1.0
GSDMD,1.0
AC067930.8,1.0
AC083843.3,1.0
LINC01591,1.0
AC105213.1,1.0
AC046195.1,1.0
PEG13,1.0
AC107375.1,1.0
CHRAC1,1.0
AGO2,1.0
ERICD,1.0
DENND3,1.0
AC040970.1,1.0
SLC45A4,1.0
AC011676.1,1.0
AC100803.4,1.0
AC067930.3,1.0
LINC00051,1.0
JRK,1.0
THEM6,1.0
GML,1.0
LY6E-DT,1.0
LY6E,1.0
C8orf31,1.0
ZFP41,1.0
GLI4,1.0
MINCR,1.0
ZNF696,1.0
AC138696.2,1.0
TOP1MT,1.0
RHPN1,1.0
ZC3H3,1.0
TSNARE1,1.0
ZFAT,1.0
HSF1,1.0
SLC52A2,1.0
KANK1,1.0
SMARCA2,1.0
VLDLR-AS1,1.0
VLDLR,1.0
PUM3,1.0
RFX3,1.0
RFX3-AS1,1.0
GLIS3,1.0
AL137071.1,1.0
SPATA6L,1.0
PLPP6,1.0
CDC37L1-DT,1.0
CDC37L1,1.0
AK3,1.0
AL161725.1,1.0
AL353151.2,1.0
INSL6,1.0
INSL4,1.0
RLN2,1.0
RLN1,1.0
PLGRKT,1.0
CD274,1.0
AL162253.2,1.0
PDCD1LG2,1.0
RIC1,1.0
AL136980.1,1.0
ERMP1,1.0
KIAA2026,1.0
MLANA,1.0
RANBP6,1.0
RCL1,1.0
DGAT1,1.0
AL158832.1,1.0
AL158832.2,1.0
FBXL6,1.0
ADCK5,1.0
CPSF1,1.0
SLC39A4,1.0
VPS28,1.0
TONSL,1.0
CYHR1,1.0
KIFC2,1.0
FOXH1,1.0
PPP1R16A,1.0
AC084125.2,1.0
GPT,1.0
MFSD3,1.0
RECQL4,1.0
DOCK8-AS1,1.0
AC084125.4,1.0
LRRC24,1.0
C8orf82,1.0
ZNF251,1.0
ZNF34,1.0
ZNF517,1.0
ZNF7,1.0
COMMD5,1.0
AF235103.3,1.0
ZNF250,1.0
ZNF16,1.0
C8orf33,1.0
WASHC1,1.0
AL928970.1,1.0
CBWD1,1.0
LRRC14,1.0
LINC01301,1.0
NSMAF,1.0
SDCBP,1.0
PARP12,1.0
KDM7A,1.0
KDM7A-DT,1.0
RAB19,1.0
MKRN1,1.0
DENND2A,1.0
AC006452.1,1.0
ADCK2,1.0
NDUFB2,1.0
NDUFB2-AS1,1.0
BRAF,1.0
MRPS33,1.0
TMEM178B,1.0
AC073878.1,1.0
AGK,1.0
AC004918.1,1.0
DENND11,1.0
WEE2-AS1,1.0
SSBP1,1.0
TAS2R4,1.0
MGAM,1.0
AC244472.1,1.0
PRSS2,1.0
TRBJ1-1,1.0
TRBJ1-5,1.0
EPHB6,1.0
AC073342.1,1.0
TMEM139,1.0
CASP2,1.0
HIPK2,1.0
AC083880.1,1.0
LUC7L2,1.0
FMC1,1.0
SLC35B4,1.0
AC009275.1,1.0
AKR1B1,1.0
BPGM,1.0
CALD1,1.0
AC083870.1,1.0
AGBL3,1.0
CYREN,1.0
TMEM140,1.0
AC083862.2,1.0
AC083862.3,1.0
WDR91,1.0
AC009542.1,1.0
CNOT4,1.0
FAM131B,1.0
NUP205,1.0
SLC13A4,1.0
AC015987.1,1.0
MTPN,1.0
AC009264.1,1.0
DGKI,1.0
CREB3L2,1.0
CREB3L2-AS1,1.0
TRIM24,1.0
SVOPL,1.0
KIAA1549,1.0
ZC3HAV1L,1.0
ZC3HAV1,1.0
TTC26,1.0
UBN2,1.0
STMP1,1.0
AC093673.1,1.0
ZYX,1.0
EPHA1,1.0
AC092666.1,1.0
AC006008.1,1.0
ACTR3C,1.0
ZBED6CL,1.0
LRRC61,1.0
RARRES2,1.0
AC005586.1,1.0
REPIN1,1.0
ZNF775,1.0
AC073111.4,1.0
GIMAP8,1.0
GIMAP6,1.0
GIMAP2,1.0
GIMAP1,1.0
ATP6V0E2,1.0
GIMAP5,1.0
NOS3,1.0
ATG9B,1.0
ABCB8,1.0
ASIC3,1.0
CDK5,1.0
SLC4A2,1.0
FASTK,1.0
TMUB1,1.0
AGAP3,1.0
ABCF2,1.0
CHPF2,1.0
SMARCD3,1.0
AC021097.1,1.0
NUB1,1.0
KCNH2,1.0
LRGUK,1.0
ATP6V0E2-AS1,1.0
ZNF467,1.0
EPHA1-AS1,1.0
CTAGE15,1.0
TCAF2,1.0
TCAF2C,1.0
CTAGE6,1.0
TCAF1,1.0
ARHGEF35,1.0
AC004889.1,1.0
OR2A42,1.0
OR2A7,1.0
OR2A1-AS1,1.0
ARHGEF5,1.0
TPK1,1.0
CNTNAP2,1.0
ZNF862,1.0
AC005229.4,1.0
EZH2,1.0
AC073140.2,1.0
AC073140.1,1.0
GHET1,1.0
PDIA4,1.0
ZNF786,1.0
ZNF425,1.0
ZNF398,1.0
ZNF282,1.0
ZNF212,1.0
ZNF783,1.0
ZNF777,1.0
ZNF746,1.0
KRBA1,1.0
CUL1,1.0
EXOC4,1.0
AC009365.4,1.0
CHCHD3,1.0
COG5,1.0
GPR22,1.0
DUS4L,1.0
AC004839.2,1.0
BCAP29,1.0
SLC26A4-AS1,1.0
SLC26A4,1.0
AC002467.1,1.0
CBLL1,1.0
DLD,1.0
LAMB1,1.0
AC005046.1,1.0
PNPLA8,1.0
THAP5,1.0
HBP1,1.0
AC005487.1,1.0
DOCK4,1.0
ZNF277,1.0
AC004112.1,1.0
IFRD1,1.0
LSMEM1,1.0
AC002463.1,1.0
TMEM168,1.0
BMT2,1.0
SMIM30,1.0
LINC01393,1.0
TFEC,1.0
TES,1.0
CAV1,1.0
CAPZA2,1.0
IMMP2L,1.0
ST7,1.0
PRKAR2B,1.0
AC005050.3,1.0
SPDYE2B,1.0
POLR2J2,1.0
AC105052.5,1.0
FAM185A,1.0
FBXL13,1.0
LRRC17,1.0
ARMC10,1.0
NAPEPLD,1.0
PMPCB,1.0
DNAJC2,1.0
PSMC2,1.0
SLC26A5,1.0
ORC5,1.0
LHFPL3,1.0
PIK3CG,1.0
AC007384.1,1.0
KMT2E-AS1,1.0
KMT2E,1.0
AC005070.3,1.0
SRPK2,1.0
PUS7,1.0
RINT1,1.0
EFCAB10,1.0
AC073073.2,1.0
ATXN7L1,1.0
CDHR3,1.0
SYPL1,1.0
NAMPT,1.0
AC007032.1,1.0
AC004917.1,1.0
LINC01004,1.0
WDR86,1.0
ST7-AS2,1.0
LSM8,1.0
TSPAN33,1.0
AHCYL2,1.0
AC009244.2,1.0
STRIP2,1.0
SMKR1,1.0
AC078846.1,1.0
NRF1,1.0
UBE2H,1.0
AC073320.1,1.0
ZC3HC1,1.0
KLHDC10,1.0
TMEM209,1.0
AC087071.2,1.0
CPA5,1.0
TNPO3,1.0
CEP41,1.0
AC007938.2,1.0
COPG2,1.0
AUXG01000058.1,1.0
AC016831.7,1.0
LINC00513,1.0
AC016831.1,1.0
AC016831.5,1.0
AC058791.1,1.0
LINC-PINT,1.0
MKLN1,1.0
MKLN1-AS,1.0
AC008264.2,1.0
PODXL,1.0
PLXNA4,1.0
MEST,1.0
CFTR,1.0
IRF5,1.0
KCP,1.0
ING3,1.0
CPED1,1.0
AASS,1.0
IQUB,1.0
NDUFA5,1.0
LMOD2,1.0
WASL,1.0
AC006333.2,1.0
GPR37,1.0
POT1,1.0
POT1-AS1,1.0
ZNF800,1.0
GCC1,1.0
ARF5,1.0
ATP6V1F,1.0
FSCN3,1.0
SND1,1.0
SND1-IT1,1.0
LRRC4,1.0
LEP,1.0
RBM28,1.0
IMPDH1,1.0
HILPDA,1.0
METTL2B,1.0
AC090114.2,1.0
AC018638.7,1.0
FAM71F2,1.0
CALU,1.0
OPN1SW,1.0
CCDC136,1.0
AC073934.1,1.0
CRYGN,1.0
RHEB,1.0
PRKAG2,1.0
AC044849.1,1.0
MBOAT4,1.0
AC026979.2,1.0
DCTN6,1.0
AC026979.1,1.0
AC026979.4,1.0
AC026979.3,1.0
RBPMS,1.0
GTF2E2,1.0
SMIM18,1.0
GSR,1.0
UBXN8,1.0
PPP2CB,1.0
PURG,1.0
LINC00589,1.0
WRN,1.0
FUT10,1.0
TTI2,1.0
MAK16,1.0
RNF122,1.0
AF279873.3,1.0
UNC5D,1.0
AC090809.1,1.0
ZNF703,1.0
ERLIN2,1.0
PLPBP,1.0
ADGRA2,1.0
BRF2,1.0
RAB11FIP1,1.0
EIF4EBP1,1.0
AC090204.1,1.0
AP006545.2,1.0
AC084026.2,1.0
AC108449.1,1.0
ENTPD4,1.0
AC104561.1,1.0
SLC25A37,1.0
NKX3-1,1.0
GNRH1,1.0
AC091185.1,1.0
KCTD9,1.0
CDCA2,1.0
PPP2R2A,1.0
BNIP3L,1.0
DPYSL2,1.0
TRIM35,1.0
PTK2B,1.0
EPHX2,1.0
AC084262.2,1.0
CLU,1.0
CCDC25,1.0
ESCO2,1.0
PBK,1.0
NUGGC,1.0
ELP3,1.0
ZNF395,1.0
FBXO16,1.0
FZD3,1.0
EXTL3,1.0
EXTL3-AS1,1.0
INTS9,1.0
HMBOX1,1.0
AC108449.2,1.0
KIF13B,1.0
AC013643.2,1.0
AC090197.1,1.0
ASH2L,1.0
LSM1,1.0
POMK,1.0
HGSNAT,1.0
LINC00293,1.0
SPIDR,1.0
AC024451.4,1.0
CEBPD,1.0
PRKDC,1.0
AC021236.1,1.0
MCM4,1.0
UBE2V2,1.0
AC026904.1,1.0
PXDNL,1.0
AC090186.1,1.0
PCMTD1,1.0
FNTA,1.0
AC064807.1,1.0
ATP6V1H,1.0
RGS20,1.0
TCEA1,1.0
AC100821.2,1.0
LYPLA1,1.0
MRPL15,1.0
TMEM68,1.0
TGS1,1.0
RPS20,1.0
CERNA3,1.0
PLAG1,1.0
CHCHD7,1.0
IMPAD1,1.0
UBXN2B,1.0
RB1CC1,1.0
AC084024.3,1.0
HOOK3,1.0
AC087533.1,1.0
BAG4,1.0
AC084024.4,1.0
DDHD2,1.0
NSD3,1.0
AC087362.2,1.0
AC087362.1,1.0
AC087623.2,1.0
LETM2,1.0
TACC1,1.0
PLEKHA2,1.0
TM2D2,1.0
ADAM9,1.0
GOLGA7,1.0
AC009630.1,1.0
RNF170,1.0
GINS4,1.0
AC009630.3,1.0
AC027702.1,1.0
KAT6A,1.0
AC103724.4,1.0
AC103724.3,1.0
AP3M2,1.0
PLAT,1.0
IKBKB,1.0
POLB,1.0
VDAC3,1.0
SLC20A2,1.0
AC090739.1,1.0
SMIM19,1.0
THAP1,1.0
GPAT4,1.0
CBWD5,1.0
LOXL2,1.0
CHMP7,1.0
ERICH1,1.0
CLN8,1.0
AC100810.3,1.0
AC100810.1,1.0
AC100810.7,1.0
ARHGEF10,1.0
MYOM2,1.0
AC246817.1,1.0
AC016065.1,1.0
MCPH1,1.0
ANGPT2,1.0
AC018398.1,1.0
MCPH1-AS1,1.0
AGPAT5,1.0
FBXO25,1.0
FAM66B,1.0
FAM85B,1.0
PRAG1,1.0
CLDN23,1.0
AC087269.1,1.0
MFHAS1,1.0
ERI1,1.0
PPP1R3B,1.0
AC022784.5,1.0
AC022784.1,1.0
AC021242.3,1.0
TNKS,1.0
AC034111.2,1.0
AC034111.1,1.0
AC023385.1,1.0
DEFB107B,1.0
PRSS51,1.0
AC004908.1,1.0
VIPR2,1.0
PRKAG2-AS1,1.0
GALNT11,1.0
AC006017.1,1.0
KMT2C,1.0
LINC01003,1.0
XRCC2,1.0
ACTR3B,1.0
DPP6,1.0
PAXIP1-AS2,1.0
PAXIP1,1.0
AC093726.2,1.0
PAXIP1-AS1,1.0
AC099552.1,1.0
AC144652.1,1.0
ZNF596,1.0
INSIG1,1.0
AC009403.1,1.0
RBM33,1.0
LINC01006,1.0
RNF32,1.0
AC005534.1,1.0
LMBR1,1.0
NOM1,1.0
MNX1,1.0
UBE3C,1.0
DNAJB6,1.0
AC006372.1,1.0
NCAPG2,1.0
ESYT2,1.0
WDR60,1.0
AC009403.2,1.0
R3HCC1,1.0
RP1L1,1.0
PINX1,1.0
LZTS1,1.0
DOK2,1.0
XPO7,1.0
NPM2,1.0
DMTN,1.0
FAM160B2,1.0
NUDT18,1.0
REEP4,1.0
BMP1,1.0
POLR3D,1.0
AC105206.2,1.0
PIWIL2,1.0
SLC39A14,1.0
PPP3CC,1.0
ATP6V1B2,1.0
AC087854.1,1.0
C8orf58,1.0
CCAR2,1.0
AC037459.2,1.0
BIN3,1.0
EGR3,1.0
AC055854.1,1.0
PEBP4,1.0
AC107959.1,1.0
RHOBTB2,1.0
TNFRSF10B,1.0
TNFRSF10D,1.0
TNFRSF10A,1.0
AC100861.1,1.0
AC100861.2,1.0
PDLIM2,1.0
AC105001.1,1.0
INTS10,1.0
AC100849.1,1.0
XKR6,1.0
AF131215.6,1.0
AF131215.5,1.0
AF131215.4,1.0
AF131215.2,1.0
AF131216.4,1.0
MTMR9,1.0
SLC35G5,1.0
FAM167A,1.0
NEIL2,1.0
FDFT1,1.0
AC069185.1,1.0
CTSB,1.0
FAM66D,1.0
SH2D4A,1.0
AC145124.1,1.0
LONRF1,1.0
AC106845.1,1.0
SGCZ,1.0
TUSC3,1.0
MICU3,1.0
ZDHHC2,1.0
CNOT7,1.0
VPS37A,1.0
MTMR7,1.0
MTUS1,1.0
PCM1,1.0
ASAH1,1.0
NAT1,1.0
PSD3,1.0
AC087203.3,1.0
UPK3BL1,1.0
ZNF658,1.0
CBWD3,1.0
PPA1,1.0
LRRC20,1.0
EIF4EBP2,1.0
NODAL,1.0
PALD1,1.0
ADAMTS14,1.0
SGPL1,1.0
PCBD1,1.0
AC073176.2,1.0
SLC29A3,1.0
CDH23,1.0
VSIR,1.0
PSAP,1.0
ASCC1,1.0
ANAPC16,1.0
DNAJB12,1.0
MICU1,1.0
MCU,1.0
OIT3,1.0
P4HA1,1.0
AL731563.2,1.0
NUDT13,1.0
ECD,1.0
FAM149B1,1.0
DNAJC9,1.0
DNAJC9-AS1,1.0
MRPS16,1.0
AC016394.1,1.0
CFAP70,1.0
SAR1A,1.0
TYSND1,1.0
AIFM2,1.0
H2AFY2,1.0
ADO,1.0
EGR2,1.0
NRBF2,1.0
JMJD1C,1.0
REEP3,1.0
CTNNA3,1.0
LRRTM3,1.0
DNAJC12,1.0
AL133551.1,1.0
SIRT1,1.0
HERC4,1.0
PBLD,1.0
HNRNPH3,1.0
RUFY2,1.0
ANXA7,1.0
DNA2,1.0
TET1,1.0
AL513534.2,1.0
CCAR1,1.0
STOX1,1.0
DDX50,1.0
DDX21,1.0
KIF1BP,1.0
VPS26A,1.0
SUPV3L1,1.0
HKDC1,1.0
HK1,1.0
TSPAN15,1.0
AL450311.1,1.0
FAM241B,1.0
SLC25A16,1.0
AL512656.1,1.0
MSS51,1.0
PPP3CB,1.0
AL512662.2,1.0
TMEM254-AS1,1.0
TMEM254,1.0
ANXA11,1.0
PRXL2A,1.0
TSPAN14,1.0
AC021028.1,1.0
NRG3,1.0
GHITM,1.0
CDHR1,1.0
LINC00858,1.0
CCSER2,1.0
WAPL,1.0
AL731569.1,1.0
NUTM2E,1.0
LDB3,1.0
GLUD1,1.0
SHLD2,1.0
AL136982.3,1.0
NUTM2A-AS1,1.0
LINC00863,1.0
NUTM2D,1.0
FAM245A,1.0
MINPP1,1.0
PAPSS2,1.0
ATAD1,1.0
PTEN,1.0
RNLS,1.0
ANKRD22,1.0
STAMBPL1,1.0
BMPR1A,1.0
AC067751.1,1.0
AL135925.1,1.0
EIF5AL1,1.0
PPP3CB-AS1,1.0
USP54,1.0
AC073389.1,1.0
AC073389.2,1.0
AGAP5,1.0
AC022400.4,1.0
SEC24C,1.0
FUT11,1.0
CHCHD1,1.0
ZSWIM8,1.0
ZSWIM8-AS1,1.0
NDST2,1.0
CAMK2G,1.0
AC022400.2,1.0
NUTM2B-AS1,1.0
PLAU,1.0
AP3M1,1.0
AC022540.1,1.0
KAT6B,1.0
AC018511.2,1.0
SAMD8,1.0
VDAC2,1.0
COMTD1,1.0
LRMDA,1.0
DLG5,1.0
POLR3A,1.0
ZMIZ1-AS1,1.0
PPIF,1.0
ZCCHC24,1.0
AL133481.1,1.0
AL596247.1,1.0
RTKN2,1.0
RHOBTB1,1.0
CDK1,1.0
LINC02652,1.0
WAC-AS1,1.0
WAC,1.0
BAMBI,1.0
SVIL,1.0
AL353796.1,1.0
MTPAP,1.0
AL590068.4,1.0
ZNF438,1.0
AL359546.1,1.0
ZEB1-AS1,1.0
ARHGAP12,1.0
KIF5B,1.0
AL158834.2,1.0
MPP7-DT,1.0
EPC1,1.0
AL391839.3,1.0
CCDC7,1.0
AL365203.2,1.0
ITGB1-DT,1.0
NRP1,1.0
PARD3,1.0
CUL2,1.0
AL392046.1,1.0
CCNY,1.0
AL117336.2,1.0
FZD8,1.0
AL121749.2,1.0
ZNF248,1.0
AL135791.1,1.0
AL391839.1,1.0
ZNF25,1.0
MPP7,1.0
LINC02680,1.0
NSUN6,1.0
ARL5B,1.0
MLLT10,1.0
DNAJC1,1.0
COMMD3,1.0
BMI1,1.0
AL158211.3,1.0
SPAG6,1.0
ARMC3,1.0
MSRB2,1.0
C10orf67,1.0
AL606469.1,1.0
OTUD1,1.0
AL512603.2,1.0
ARMC4,1.0
KIAA1217,1.0
PRTFDC1,1.0
AL512598.1,1.0
ENKUR,1.0
THNSL1,1.0
LINC01516,1.0
GPR158-AS1,1.0
PDSS1,1.0
ABI1,1.0
ANKRD26,1.0
YME1L1,1.0
MASTL,1.0
ACBD5,1.0
AL160291.1,1.0
RAB18,1.0
ARHGAP21,1.0
ACTA2-AS1,1.0
ZNF33A,1.0
ZNF33B,1.0
ZNF488,1.0
ANXA8,1.0
AL591684.1,1.0
FO681492.1,1.0
MAPK8,1.0
ARHGAP22,1.0
FAM170B-AS1,1.0
AL138760.1,1.0
ERCC6,1.0
PARG,1.0
TIMM23B,1.0
TIMM23B-AGAP6,1.0
AL442003.1,1.0
WASHC2A,1.0
GDF10,1.0
ASAH2,1.0
AC069547.2,1.0
AL117341.1,1.0
SGMS1-AS1,1.0
ASAH2B,1.0
PRKG1,1.0
CSTF2T,1.0
AC010996.1,1.0
IPMK,1.0
CISD1,1.0
UBE2D1,1.0
TFAM,1.0
BICC1,1.0
SLC16A9,1.0
CCDC6,1.0
SGMS1,1.0
ZNF37A,1.0
FAM245B,1.0
AL356056.1,1.0
AL022345.4,1.0
BMS1,1.0
RET,1.0
AC010864.1,1.0
CSGALNACT2,1.0
RASGEF1A,1.0
AC068707.1,1.0
AL450326.1,1.0
ZNF487,1.0
ZNF485,1.0
ZNF32-AS3,1.0
ZNF32,1.0
ZNF32-AS1,1.0
TMEM72-AS1,1.0
LINC02637,1.0
AL353801.1,1.0
RASSF4,1.0
DEPP1,1.0
C10orf25,1.0
ZNF22,1.0
OR13A1,1.0
ALOX5,1.0
MARCH8,1.0
ZFAND4,1.0
WASHC2C,1.0
AGAP4,1.0
TIMM23,1.0
NCOA4,1.0
ANXA8L1,1.0
SYT15,1.0
AL353801.3,1.0
AL450384.2,1.0
ACTA2,1.0
FAS,1.0
ATRNL1,1.0
AC016042.1,1.0
SHTN1,1.0
SLC18A2,1.0
AL391988.1,1.0
PDZD8,1.0
RAB11FIP2,1.0
AC022395.1,1.0
CASC2,1.0
FAM204A,1.0
LINC00867,1.0
CACUL1,1.0
AL139407.1,1.0
AL157388.1,1.0
NANOS1,1.0
EIF3A,1.0
DENND10,1.0
SFXN4,1.0
GRK5,1.0
TIAL1,1.0
BAG3,1.0
INPP5F,1.0
MCMBP,1.0
SEC23IP,1.0
WDR11-AS1,1.0
WDR11,1.0
ATE1,1.0
NSMCE4A,1.0
TACC2,1.0
TRUB1,1.0
FAM160B1,1.0
VWA2,1.0
CCDC186,1.0
SFR1,1.0
CFAP43,1.0
GSTO2,1.0
ITPRIP,1.0
SORCS3,1.0
XPNPEP1,1.0
MXI1,1.0
AL360182.2,1.0
SMNDC1,1.0
AL355512.1,1.0
DUSP5,1.0
SMC3,1.0
RBM20,1.0
AL136368.1,1.0
PLEKHA1,1.0
PDCD4-AS1,1.0
AL158163.2,1.0
AL158163.1,1.0
SHOC2,1.0
AL136119.1,1.0
GPAM,1.0
ACSL5,1.0
AL157786.1,1.0
ZDHHC6,1.0
VTI1A,1.0
AL139120.1,1.0
AL158212.3,1.0
CASP7,1.0
DCLRE1A,1.0
NHLRC2,1.0
BBIP1,1.0
CUZD1,1.0
FAM24B,1.0
C10orf88,1.0
AL162274.1,1.0
JAKMIP3,1.0
STK32C,1.0
LRRC27,1.0
PWWP2B,1.0
AL451069.3,1.0
C10orf91,1.0
INPP5A,1.0
KNDC1,1.0
TUBGCP2,1.0
ZNF511,1.0
CALY,1.0
AL360181.1,1.0
FUOM,1.0
AL162274.2,1.0
ECHS1,1.0
MTG1,1.0
SCART1,1.0
AL731769.2,1.0
LINC01001,1.0
AC069287.3,1.0
BET1L,1.0
AC069287.2,1.0
RIC8A,1.0
SIRT3,1.0
PSMD13,1.0
NLRP6,1.0
AC136475.3,1.0
PGGHG,1.0
AC136475.2,1.0
PAOX,1.0
SLK,1.0
BNIP3,1.0
TCERG1L,1.0
PSTK,1.0
IKZF5,1.0
ACADSB,1.0
BUB3,1.0
LINC02641,1.0
OAT,1.0
LHPP,1.0
FAM53B,1.0
FAM53B-AS1,1.0
EEF1AKMT2,1.0
ABRAXAS2,1.0
AL731577.2,1.0
ZRANB1,1.0
CTBP2,1.0
PPP2R2D,1.0
EDRF1-DT,1.0
EDRF1-AS1,1.0
MMP21,1.0
UROS,1.0
BCCIP,1.0
DHX32,1.0
FANK1,1.0
DOCK1,1.0
PTPRE,1.0
LINC01163,1.0
MGMT,1.0
LINC02666,1.0
C10orf143,1.0
GLRX3,1.0
LINC02646,1.0
EDRF1,1.0
STN1,1.0
AL121929.2,1.0
SH3PXD2A,1.0
CCNJ,1.0
AC021037.1,1.0
ZNF518A,1.0
TM9SF3,1.0
PIK3AP1,1.0
LCOR,1.0
SLIT1,1.0
ARHGAP19,1.0
FRAT1,1.0
FRAT2,1.0
AL355490.1,1.0
RRP12,1.0
AL355490.2,1.0
EXOSC1,1.0
CC2D2B,1.0
ZDHHC16,1.0
UBTD1,1.0
MORN4,1.0
PI4K2A,1.0
AVPI1,1.0
MARVELD1,1.0
ZFYVE27,1.0
LINC00866,1.0
GOLGA7B,1.0
R3HCC1L,1.0
LOXL4,1.0
AL139241.1,1.0
PYROXD2,1.0
HPS1,1.0
AL139243.1,1.0
MMS19,1.0
HPSE2,1.0
ENTPD1-AS1,1.0
SORBS1,1.0
LIPA,1.0
IFIT2,1.0
IFIT3,1.0
IFIT1,1.0
AC004556.3,1.0
SLC16A12,1.0
PANK1,1.0
AL157400.3,1.0
KIF20B,1.0
RPP30,1.0
PCGF5,1.0
HECTD2,1.0
TNKS2-AS1,1.0
TNKS2,1.0
ALDH18A1,1.0
FGFBP3,1.0
CPEB3,1.0
MARCH5,1.0
AL161652.1,1.0
IDE,1.0
KIF11,1.0
EXOC6,1.0
CEP55,1.0
FRA10AC1,1.0
SLC35G1,1.0
PLCE1,1.0
NOC3L,1.0
HELLS,1.0
CYP2C8,1.0
PDLIM1,1.0
BTAF1,1.0
AL157394.3,1.0
GOT1,1.0
SLC25A28,1.0
ARMH3,1.0
HPS6,1.0
LDB1,1.0
PPRC1,1.0
NOLC1,1.0
GBF1,1.0
NFKB2,1.0
PSD,1.0
FBXL15,1.0
CUEDC2,1.0
RPARP-AS1,1.0
C10orf95,1.0
MFSD13A,1.0
ACTR1A,1.0
KCNIP2-AS1,1.0
AL121928.1,1.0
TRIM8,1.0
AL391121.1,1.0
ARL3,1.0
SFXN2,1.0
WBP1L,1.0
AL358790.1,1.0
BORCS7,1.0
CNNM2,1.0
NT5C2,1.0
PCGF6,1.0
TAF5,1.0
ATP5MD,1.0
PDCD11,1.0
AL139339.2,1.0
SUFU,1.0
AL391684.1,1.0
OGA,1.0
AC010789.2,1.0
AL353719.1,1.0
AL133353.1,1.0
ENTPD7,1.0
CUTC,1.0
COX15,1.0
ABCC2,1.0
DNMBP,1.0
ERLIN1,1.0
CHUK,1.0
AL138921.1,1.0
CWF19L1,1.0
BLOC1S2,1.0
SCD,1.0
OLMALINC,1.0
NPM3,1.0
SEC31B,1.0
HIF1AN,1.0
AL138762.1,1.0
SLF2,1.0
MRPL43,1.0
SEMA4G,1.0
TWNK,1.0
LZTS2,1.0
PDZD7,1.0
SFXN3,1.0
AL133215.2,1.0
BTRC,1.0
DPCD,1.0
POLL,1.0
FBXW4,1.0
NDUFB8,1.0
CACNB2,1.0
AC069542.1,1.0
STAM,1.0
KLF4,1.0
ELP1,1.0
ABITRAM,1.0
CTNNAL1,1.0
TMEM245,1.0
EPB41L4B,1.0
PTPN3,1.0
PALM2-AKAP2,1.0
MUSK,1.0
ECPAS,1.0
ZNF483,1.0
PTGR1,1.0
DNAJC25,1.0
GNG10,1.0
SHOC1,1.0
UGCG,1.0
AL138756.1,1.0
SUSD1,1.0
PTBP3,1.0
HSDL2,1.0
C9orf147,1.0
KIAA1958,1.0
INIP,1.0
SNX30,1.0
ZNF883,1.0
ZFP37,1.0
SLC31A2,1.0
FKBP15,1.0
SLC31A1,1.0
RAD23B,1.0
LINC01505,1.0
TMEM38B,1.0
FKTN,1.0
AL499604.1,1.0
HEMGN,1.0
ANP32B,1.0
NANS,1.0
TRIM14,1.0
CORO2A,1.0
TBC1D2,1.0
ANKS6,1.0
GALNT12,1.0
ALG2,1.0
STX17-AS1,1.0
NR4A3,1.0
STX17,1.0
AL358937.1,1.0
CDC26,1.0
ERP44,1.0
TEX10,1.0
MSANTD3,1.0
TMEFF1,1.0
CAVIN4,1.0
PLPPR1,1.0
MRPL50,1.0
ZNF189,1.0
RNF20,1.0
GRIN3A,1.0
SMC2,1.0
NIPSNAP3A,1.0
NIPSNAP3B,1.0
SLC44A1,1.0
FSD1L,1.0
INVS,1.0
PRPF4,1.0
WDR31,1.0
BSPRY,1.0
PDCL,1.0
RC3H2,1.0
ZBTB6,1.0
ZBTB26,1.0
AC007066.2,1.0
RABGAP1,1.0
MIR600HG,1.0
STRBP,1.0
DENND1A,1.0
PSMB7,1.0
NR6A1,1.0
GOLGA1,1.0
SCAI,1.0
PPP6C,1.0
AL359636.2,1.0
RABEPK,1.0
GAPVD1,1.0
AL359632.1,1.0
MAPKAP1,1.0
PBX3,1.0
MVB12B,1.0
ZBTB43,1.0
ZBTB34,1.0
RALGPS1,1.0
AL450263.1,1.0
GARNL3,1.0
SLC2A8,1.0
ZNF79,1.0
RPL12,1.0
